university,year,coord,country,latitude,longitude
Nigerian Army Institute of Technology and Environmental Science (NAITES) Makurdi,1960,Point(8.531263487 7.764545922),Nigeria,7.764545922,8.531263487
Ternopil Ivan Puluj National Technical University,1960,Point(25.600334219 49.551602869),Ukraine,49.551602869,25.600334219
Grand Valley State University,1960,Point(-85.888611111 42.963611111),United States,42.963611111,-85.888611111
Nayoro City University,1960,Point(142.4611 44.3644),Japan,44.3644,142.4611
Prithvi Narayan Campus,1960,Point(83.990192 28.239483),Nepal,28.239483,83.990192
Arizona Christian University,1960,Point(-112.026 33.5959),United States,33.5959,-112.026
Catholic University of Santiago del Estero,1960,Point(-64.24388889 -27.79027778),Argentina,-27.79027778,-64.24388889
Petru Maior University of Târgu Mureș,1960,Point(24.56833333 46.54666667),Romania,46.54666667,24.56833333
University of Minnesota Morris,1960,Point(-95.902777777 45.589722222),United States,45.589722222,-95.902777777
Seoul Women's University,1960,Point(127.022 37.592),South Korea,37.592,127.022
Sonoma State University,1960,Point(-122.675277777 38.339722222),United States,38.339722222,-122.675277777
Ube Frontier University,1960,Point(131.234 33.9803),Japan,33.9803,131.234
Peoples' Friendship University of Russia,1960,Point(37.505 55.651111111),Russia,55.651111111,37.505
Moscow State Industrial University,1960,Point(37.645444 55.704306),Russia,55.704306,37.645444
Lambung Mangkurat University,1960,Point(114.58604 -3.29763),Indonesia,-3.29763,114.58604
Universitas Sunan Giri,1960,Point(112.734781 -7.34886),Indonesia,-7.34886,112.734781
Laurentian University,1960,Point(-80.970491666 46.466041666),Canada,46.466041666,-80.970491666
Xihua University,1960,Point(103.9611 30.77848),People's Republic of China,30.77848,103.9611
Peet Memorial Training College,1960,Point(76.543 9.256),India,9.256,76.543
Belgorod State Institute of Arts and Culture,1960,Point(36.57916667 50.57472222),Russia,50.57472222,36.57916667
Universidade Federal de Santa Maria,1960,Point(-53.716821 -29.713344),Brazil,-29.713344,-53.716821
Tunis University,1960,Point(10.162045354 36.797596481),Tunisia,36.797596481,10.162045354
Beijing University of Technology,1960,Point(116.4775 39.87111111),People's Republic of China,39.87111111,116.4775
State Islamic University Ar-Raniry,1960,Point(95.3675 5.57888889),Indonesia,5.57888889,95.3675
Sogang University,1960,Point(126.941111111 37.551111111),South Korea,37.551111111,126.941111111
Fluminense Federal University,1960,Point(-43.1165843 -22.9032307),Brazil,-22.9032307,-43.1165843
Chung Shan Medical University,1960,Point(120.65138889 24.12166667),Taiwan,24.12166667,120.65138889
Universidad de Morón,1960,Point(-58.62 -34.6467),Argentina,-34.6467,-58.62
Toraighyrov University,1960,Point(76.966674 52.266318),Kazakhstan,52.266318,76.966674
University of Burdwan,1960,Point(87.851111111 23.239166666),India,23.239166666,87.851111111
Widya Mandala Catholic University,1960,Point(112.812305555 -7.271055555),Indonesia,-7.271055555,112.812305555
Toraighyrov University,1960,Point(76.966674 52.266318),Soviet Union,52.266318,76.966674
Houston Christian University,1960,Point(-95.515 29.694),United States,29.694,-95.515
Huntington University,1960,Point(-80.96963 46.46424),Canada,46.46424,-80.96963
Guilin University of Electronic Technology,1960,Point(110.332583333 25.286694444),People's Republic of China,25.286694444,110.332583333
University of Quindio,1960,Point(-75.6597 4.555),Colombia,4.555,-75.6597
McCrone Research Institute,1960,Point(-87.624361 41.842639),United States,41.842639,-87.624361
D'Annunzio University of Chieti–Pescara,1960,Point(14.1457 42.3696129),Italy,42.3696129,14.1457
"Government Autonomous College, Bhawanipatna",1960,Point(83.1742437 19.9191562),India,19.9191562,83.1742437
Atma Jaya Catholic University of Indonesia,1960,Point(106.815222 -6.218306),Indonesia,-6.218306,106.815222
Volgograd State Academy of Physical Culture,1960,Point(44.547565 48.737972),Russia,48.737972,44.547565
Kyushu Sangyo University,1960,Point(130.44472222 33.66972222),Japan,33.66972222,130.44472222
Beirut Arab University,1960,Point(35.4969 33.8733),Lebanon,33.8733,35.4969
Eastern Samar State University,1960,Point(125.44236 11.65971),Philippines,11.65971,125.44236
Maritime Christian College,1960,Point(-63.14166667 46.255),Canada,46.255,-63.14166667
Lang Son College of Education,1961,Point(106.748373 21.8430068),Vietnam,21.8430068,106.748373
Indian Institute of Technology Delhi,1961,Point(77.19312 28.54358),India,28.54358,77.19312
Ghatal Rabindra Satabarsiki Mahavidyalaya,1961,Point(87.734411 22.657953),India,22.657953,87.734411
"Government Degree College, Udhampur",1961,Point(75.1258 32.9264),India,32.9264,75.1258
Mindanao State University,1961,Point(124.266944444 7.998611111),Philippines,7.998611111,124.266944444
Mohammed bin Ali Al Sunoussi Islamic University,1961,Point(21.74893889 32.76914167),Libya,32.76914167,21.74893889
University of Sussex,1961,Point(-0.085555555 50.865277777),United Kingdom,50.865277777,-0.085555555
Rafael Landívar University,1961,Point(-90.484155 14.595257),Guatemala,14.595257,-90.484155
Rostov Law Institute,1961,Point(39.619732 47.233284),Russia,47.233284,39.619732
Ghana Institute of Management and Public Administration,1961,Point(-0.200648032 5.636075749),Ghana,5.636075749,-0.200648032
University of Maribor,1961,Point(15.644444444 46.559444444),Slovenia,46.559444444,15.644444444
Bangladesh Agricultural University,1961,Point(90.4267 24.722),Bangladesh,24.722,90.4267
University of South Carolina Aiken,1961,Point(-81.768427777 33.573308333),United States,33.573308333,-81.768427777
College of Language and Culture Studies,1961,Point(90.4805 27.4391),Bhutan,27.4391,90.4805
University of Antananarivo,1961,Point(47.5558 -18.9152),Madagascar,-18.9152,47.5558
Georgia Piedmont Technical College,1961,Point(-84.23441 33.78982),United States,33.78982,-84.23441
Sri Venkateswara College,1961,Point(77.21 28.6925),India,28.6925,77.21
Okinawa University,1961,Point(127.699663888 26.200613888),Japan,26.200613888,127.699663888
City University of New York,1961,Point(-73.9735038 40.750954355),United States,40.750954355,-73.9735038
Federal University of Health Sciences of Porto Alegre,1961,Point(-51.220472 -30.031576),Brazil,-30.031576,-51.220472
Technological University of Pereira,1961,Point(-75.6885 4.79508),Colombia,4.79508,-75.6885
Al-Azhar University,1961,Point(31.3126 30.0583),Egypt,30.0583,31.3126
Plovdiv University,1961,Point(24.750833333 42.138055555),Bulgaria,42.138055555,24.750833333
Kameshwar Singh Darbhanga Sanskrit University,1961,Point(85.897298436 26.165234397),India,26.165234397,85.897298436
Quigley South,1961,Point(-87.684777777 41.752527777),United States,41.752527777,-87.684777777
Centro de Enseñanza Técnica y Superior,1961,Point(-115.406667 32.655833),Mexico,32.655833,-115.406667
Columban College,1961,Point(120.2692 14.85806),Philippines,14.85806,120.2692
Université Pedagogique Nationale,1961,Point(15.257 -4.40435),Democratic Republic of the Congo,-4.40435,15.257
Omar Al-Mukhtar University,1961,Point(21.712172 32.758297),Libya,32.758297,21.712172
St. Thomas University,1961,Point(-80.256 25.92),United States,25.92,-80.256
Pontificio Collegio Filippino,1961,Point(12.421092 41.897224),Philippines,41.897224,12.421092
Centro Universitário de Barra Mansa,1961,Point(-44.1711467 -22.5486277),Brazil,-22.5486277,-44.1711467
Universidade Federal de Alagoas,1961,Point(-35.778753361 -9.556667311),Brazil,-9.556667311,-35.778753361
Columbus Technical College,1961,Point(-84.9786 32.5081),United States,32.5081,-84.9786
National Institute of Technology Calicut,1961,Point(75.935386 11.321973),India,11.321973,75.935386
University of Twente,1961,Point(6.8525 52.2425),Netherlands,52.2425,6.8525
"National Institute of Technology, Rourkela",1961,Point(82.91611111 22.24916667),India,22.24916667,82.91611111
Shahid Beheshti University of Medical Sciences,1961,Point(51.398611111 35.799444444),Iran,35.799444444,51.398611111
Christopher Newport University,1961,Point(-76.493055555 37.063055555),United States,37.063055555,-76.493055555
Heilbronn University of Applied Sciences,1961,Point(9.21111111 49.12194444),Germany,49.12194444,9.21111111
"Ghana Institute of Management and Public Administration, Achimota",1961,Point(-0.200615842 5.636230569),Ghana,5.636230569,-0.200615842
Ghatshila College,1961,Point(86.4732002 22.5937811),India,22.5937811,86.4732002
"Riverside College, Inc.",1961,Point(122.95933 10.68339),Philippines,10.68339,122.95933
Poltava University of Economics and Trade,1961,Point(34.54294 49.59486),Ukraine,49.59486,34.54294
University of Texas at Dallas,1961,Point(-96.75 32.985),United States,32.985,-96.75
College of Coastal Georgia,1961,Point(-81.4847 31.1842),United States,31.1842,-81.4847
Agricultural Academy,1961,Point(23.263888888 42.697222222),Bulgaria,42.697222222,23.263888888
Smolensk branch of Moscow Power Engineering Institute,1961,Point(32.030336111 54.764297222),Russia,54.764297222,32.030336111
Istituto di Moda Burgo,1961,Point(9.1744 45.4456),Italy,45.4456,9.1744
"Karim City College, Jamshedpur",1961,Point(86.1988636 22.8008291),India,22.8008291,86.1988636
Rabindra Bharati University,1961,Point(88.359444444 22.584444444),India,22.584444444,88.359444444
Albany Technical College,1961,Point(-84.1745 31.5535),United States,31.5535,-84.1745
Florida Atlantic University,1961,Point(-80.1017 26.3712),United States,26.3712,-80.1017
"Sardar Vallabhbhai National Institute of Technology, Surat",1961,Point(72.785239 21.164583),India,21.164583,72.785239
California Institute of the Arts,1961,Point(-118.566944444 34.393055555),United States,34.393055555,-118.566944444
Syiah Kuala University,1961,Point(95.369833 5.571),Indonesia,5.571,95.369833
"North East Institute of Science and Technology, Jorhat",1961,Point(94.157 26.7378),India,26.7378,94.157
Central Institute of Fisheries Education,1961,Point(72.816088888 19.139841666),India,19.139841666,72.816088888
Shalom University of Bunia,1961,Point(30.24512 1.553565),Democratic Republic of the Congo,1.553565,30.24512
Feng Chia University,1961,Point(120.65 24.17944444),Taiwan,24.17944444,120.65
University of Oklahoma College of Liberal Studies,1961,Point(-97.4449 35.1988),United States,35.1988,-97.4449
Tokai Gakuin University,1961,Point(136.818361111 35.423916666),Japan,35.423916666,136.818361111
Banking Academy Of Vietnam,1961,Point(105.8286961 21.008848364),Vietnam,21.008848364,105.8286961
PLA Army Service Academy,1961,Point(106.31444444 29.63166667),People's Republic of China,29.63166667,106.31444444
West Virginia University at Parkersburg,1961,Point(-81.5058 39.2167),United States,39.2167,-81.5058
Hamburger University,1961,Point(-87.6536787 41.8836977),United States,41.8836977,-87.6536787
United States Air Force Academy Preparatory School,1961,Point(-104.8593846 38.979113),United States,38.979113,-104.8593846
Adventist University of the Antilles,1961,Point(-67.11268 18.205788),United States,18.205788,-67.11268
Medical University of Varna,1961,Point(27.921111 43.212222),Bulgaria,43.212222,27.921111
Nizam's Institute of Medical Sciences,1961,Point(78.452011111 17.421805555),India,17.421805555,78.452011111
European University Cyprus,1961,Point(33.338994444 35.160213888),Cyprus,35.160213888,33.338994444
Ibn Khaldun Bogor University,1961,Point(106.792138888 -6.560861111),Indonesia,-6.560861111,106.792138888
Catholic University of Santa María,1961,Point(-71.5476298 -16.4061786),Peru,-16.4061786,-71.5476298
Hanoi University of Pharmacy,1961,Point(105.858077456 21.0215712),Vietnam,21.0215712,105.858077456
University of Mobile,1961,Point(-88.1288 30.7933),United States,30.7933,-88.1288
"Motilal Nehru National Institute of Technology, Allahabad",1961,Point(81.865792 25.491764),India,25.491764,81.865792
Oita Prefectural College of Arts and Culture,1961,Point(131.61555556 33.22361111),Japan,33.22361111,131.61555556
Oklahoma State University–Oklahoma City,1961,Point(-97.581944444 35.475277777),United States,35.475277777,-97.581944444
University of Durban-Westville,1961,Point(30.946 -29.82),South Africa,-29.82,30.946
Islamic University of Madinah,1961,Point(39.564527777 24.480638888),Saudi Arabia,24.480638888,39.564527777
Cayetano Heredia University,1961,Point(-77.0563689 -12.023552),Peru,-12.023552,-77.0563689
Takayama College of Car Technology,1961,Point(137.235 36.1476),Japan,36.1476,137.235
Hiroshima Institute of Technology,1961,Point(132.34388889 34.37111111),Japan,34.37111111,132.34388889
Universidad Nacional de Piura,1961,Point(-80.6190151 -5.1819691),Peru,-5.1819691,-80.6190151
Eldorado College,1961,Point(-117.0872 33.1221),United States,33.1221,-117.0872
Kyoto Notre Dame University,1961,Point(135.77275 35.05066667),Japan,35.05066667,135.77275
Williston State College,1961,Point(-103.614833333 48.15775),United States,48.15775,-103.614833333
Belarusian-Russian University,1961,Point(30.34395 53.907753),Belarus,53.907753,30.34395
Empire College,1961,Point(-122.729 38.4679),United States,38.4679,-122.729
South Coast College,1961,Point(-117.873833863 33.788383501),United States,33.788383501,-117.873833863
K.D. College of Commerce and General Studies,1961,Point(87.322236 22.427067),India,22.427067,87.322236
Petra Christian University,1961,Point(112.737528 -7.339472),Indonesia,-7.339472,112.737528
Bayamón Central University,1961,Point(-66.181496 18.400541),United States,18.400541,-66.181496
Louisiana State University of Alexandria,1961,Point(-92.414545 31.178828),United States,31.178828,-92.414545
Hannover Medical School,1961,Point(9.80472222 52.38388889),Germany,52.38388889,9.80472222
Ravensbourne University London,1962,Point(0.0057496 51.5016728),United Kingdom,51.5016728,0.0057496
Punjabi University,1962,Point(76.45 30.36),India,30.36,76.45
Institute of American Indian Arts,1962,Point(-106.01 35.5875),United States,35.5875,-106.01
University of Puerto Rico at Humacao,1962,Point(-65.831311 18.14434),United States,18.14434,-65.831311
Rani Dhanya Kumari College,1962,Point(88.2721078 24.2440428),India,24.2440428,88.2721078
University of Cordoba,1962,Point(-75.8578 8.78778),Colombia,8.78778,-75.8578
